gene	repli-seq
KCTD5	78.0844
KCTD6	68.9005
KCTD7	79.2699
KCTD9	43.6732
KDELC1	56.1419
KDELC2	70.9398
KDELR1	77.597
KDELR2	76.2119
KDELR3	79.2722
KDM1A	73.8783
KDM1B	50.2186
KDM2A	78.3197
KDM2B	78.5609
KDM3A	66.8777
KDM3B	76.5964
KDM4A	74.0653
KDM4B	78.4671
KDM4C	78.9185
KDM4D	58.1722
KDM5A	76.8915
KDM5B	71.6374
KDM5C	55.9172
KDM6A	49.6846
KDM6B	73.9355
KDM7A	70.1746
KDM8	79.0565
KDSR	74.6503
KEAP1	79.4459
KHDC1	75.0326
KHDRBS1	79.8122
KHDRBS2	14.6686
KHDRBS3	28.4172
KHK	77.8112
KHNYN	77.766
KHSRP	79.4606
KIAA0040	73.9608
KIAA0100	81.2882
KIAA0101	76.2314
KIAA0141	64.2297
KIAA0196	64.127
KIAA0226L	74.4271
KIAA0232	75.235
KIAA0319	74.0594
KIAA0319L	75.819
KIAA0355	75.4118
KIAA0368	62.5342
KIAA0391	76.4122
KIAA0430	73.8496
KIAA0513	74.0511
KIAA0556	76.0023
KIAA0586	53.7565
KIAA0753	64.0086
KIAA0825	51.9916
KIAA0895	57.5777
KIAA0895L	80.6719
KIAA0907	77.313
KIAA0922	72.8026
KIAA0930	75.8959
KIAA1109	46.667
KIAA1143	57.8763
KIAA1147	53.9491
KIAA1161	71.7569
KIAA1191	70.5771
KIAA1217	28.3899
KIAA1279	80.6935
KIAA1324	75.3097
KIAA1328	45.6934
KIAA1429	73.7008
KIAA1456	46.6604
KIAA1468	63.0209
KIAA1522	75.9064
KIAA1524	60.8449
KIAA1549	73.0901
KIAA1551	70.489
KIAA1586	73.7649
KIAA1671	61.01
KIAA1715	35.9272
KIAA1841	81.304
KIAA1958	75.3287
KIAA2013	79.5895
KIAA2022	29.8226
KIDINS220	65.6405
KIF11	76.534
KIF13A	49.5285
KIF13B	76.64
KIF14	80.4843
KIF15	57.8763
KIF16B	42.2161
KIF18A	34.3271
KIF18B	79.1876
KIF19	70.1696
KIF1A	61.5371
KIF1B	79.433
KIF1C	78.7713
KIF20A	72.9177
KIF20B	71.1656
KIF21A	54.5559
KIF21B	77.5754
KIF22	80.3041
KIF23	58.3317
KIF24	73.2557
KIF27	63.8293
KIF2A	72.6429
KIF2C	77.3867
KIF3A	80.2705
KIF3B	79.7158
KIF3C	73.6278
KIF4A	38.1119
KIF5A	80.5611
KIF5B	69.536
KIF5C	57.2395
KIF6	37.0177
KIF7	70.5373
KIF9	77.2976
KIFAP3	67.2199
KIFC1	79.5685
KIFC2	80.2728
KIN	66.8303
KIR2DL1	69.7697
KIR2DL4	68.4675
KIR3DX1	75.8194
KISS1R	77.5799
KITLG	32.144
KL	69.362
KLC1	79.0932
KLC2	78.0184
KLC4	78.5207
KLF10	80.0745
KLF11	74.7187
KLF12	56.3488
KLF13	78.3734
KLF14	68.5083
KLF15	46.4269
KLF16	80.0119
KLF2	80.1681
KLF3	75.2603
KLF4	46.5289
KLF5	42.0715
KLF6	66.6035
KLF7	62.9763
KLF8	36.9186
KLF9	49.6937
KLHDC1	79.1174
KLHDC10	76.8725
KLHDC2	79.6726
KLHDC3	78.9905
KLHDC4	77.0534
KLHDC9	79.5814
KLHL11	78.5473
KLHL12	73.9607
KLHL13	35.2049
KLHL17	76.358
KLHL18	77.2976
KLHL2	53.6111
KLHL20	68.8998
KLHL21	77.6267
KLHL22	77.613
KLHL23	71.4989
KLHL24	71.6265
KLHL25	66.2823
KLHL26	80.6495
KLHL28	56.2647
KLHL29	68.9175
KLHL3	71.7995
KLHL32	54.4547
KLHL36	79.2618
KLHL42	73.7345
KLHL6	71.1162
KLHL7	77.606
KLHL8	64.1213
KLHL9	66.0303
KLK4	70.7705
KLRC4	61.3836
KLRD1	63.9229
KLRF1	75.4661
KLRK1	61.929
KMO	47.7881
KMT2A	80.0348
KMT2B	77.6404
KMT2C	53.7999
KMT2E	77.9961
KNOP1	46.6448
KNSTRN	79.2386
KNTC1	79.3089
KPNA1	79.0448
KPNA2	77.0128
KPNA3	65.0213
KPNA4	61.9711
KPNA5	67.137
KPNA6	79.5629
KPNB1	78.4232
KPTN	74.6751
KRAS	78.6967
KRBA1	61.6194
KRBOX4	60.9797
KRCC1	40.6902
KREMEN1	75.0417
KREMEN2	79.6841
KRI1	80.1617
KRIT1	69.2074
KRR1	45.2619
KRT10	69.3875
KRT17	70.9967
KRT18	75.6428
KRT222	77.1297
KRT5	54.0545
KRT6B	56.5408
KRT8	75.6772
KRTCAP2	78.9109
KSR1	76.1193
KSR2	66.0946
KTI12	74.428
KTN1	67.0629
KXD1	79.9478
KYNU	66.917
L1CAM	57.9149
L2HGDH	78.1407
L3HYPDH	64.1585
L3MBTL1	71.9441
L3MBTL2	78.7568
L3MBTL3	66.8043
L3MBTL4	50.0241
LACE1	71.9879
LACTB	76.2037
LACTB2	67.4811
LAG3	80.7401
LAGE3	48.6604
LAIR1	75.1805
LAIR2	75.772
LAMA1	23.2136
LAMA5	78.0557
LAMB1	56.4025
LAMB3	59.4043
LAMC1	68.4413
LAMP1	63.1669
LAMP2	38.5981
LAMP3	70.3026
LAMTOR1	74.1028
LAMTOR2	77.1859
LAMTOR3	52.6141
LAMTOR4	80.0767
LAMTOR5	69.3614
LANCL1	30.47345
LANCL2	67.2815
LAP3	55.698
LAPTM4A	71.7158
LAPTM4B	75.3674
LAPTM5	77.8941
LARP1	72.834
LARP1B	67.9583
LARP4	77.9351
LARP4B	75.0227
LARP6	63.3202
LARP7	69.2512
LARS	69.849
LARS2	74.6634
LAS1L	40.0359
LASP1	79.2339
LAT	76.9274
LAT2	78.1925
LATS1	75.4023
LATS2	59.1423
LAX1	72.4838
LAYN	79.1991
LBH	68.675
LBR	64.1822
LBX2	78.9003
LCA5	43.3469
LCA5L	61.6541
LCE1C	49.4124
LCE1E	48.7426
LCK	75.8979
LCLAT1	64.5409
LCMT1	75.5699
LCMT2	75.8326
LCOR	78.5861
LCORL	54.4845
LCP1	72.7131
LCP2	75.0252
LDB1	80.6014
LDB2	26.8756
LDHA	77.2995
LDHB	36.3655
LDLR	78.6616
LDLRAD3	51.9184
LDLRAD4	67.8583
LDLRAP1	74.306
LDOC1	7.14349
LDOC1L	53.1045
LECT1	49.7246
LEF1	41.486
LEKR1	74.6212
LEMD1	70.4338
LEMD2	74.0716
LEMD3	60.7083
LENG1	67.4528
LENG8	76.0304
LENG9	75.9518
LEO1	78.1383
LEPR	48.4539
LEPROT	48.4539
LEPROTL1	71.9406
LETM1	76.6944
LETM2	74.6589
LETMD1	78.6471
LFNG	78.9777
LGALS1	77.6358
LGALS12	71.029
LGALS14	74.3764
LGALS2	79.2716
LGALS3	78.4898
LGALS3BP	65.8005
LGALS8	69.2832
LGALS9	70.8074
LGALS9C	70.6498
LGALSL	77.2453
LGI4	78.2535
LGMN	78.6649
LGR4	35.3958
LGR5	44.6532
LHCGR	48.738
LHFP	55.8946
LHFPL1	42.0446
LHFPL2	77.2266
LHPP	72.5167
LHX1	68.2881
LHX2	79.9783
LHX3	74.5023
LHX4	73.7887
LHX5	72.6078
LHX6	56.0683
LHX8	25.7657
LHX9	42.9118
LIAS	79.2629
LIF	74.1806
LIG1	73.031
LIG3	66.2863
LIG4	27.4082
LILRA2	76.1005
LILRA4	74.0439
LILRB1	76.1205
LILRB4	75.0671
LIMA1	77.6194
LIMD1	75.392
LIMD2	74.0764
LIME1	78.3771
LIMK1	79.2131
LIMK2	75.0529
LIMS1	65.3064
LIMS2	78.5718
LIN28B	50.7831
LIN37	78.3102
LIN52	77.824
LIN54	79.4234
LIN7B	76.325
LIN7C	35.7489
LIN9	76.8491
LINGO1	72.4022
LIPA	75.2229
LIPC	67.1648
LIPH	76.3883
LIPI	44.4172
LIPT1	60.2203
LIPT2	64.3558
LITAF	79.8893
LIX1L	77.3739
LLGL1	79.2888
LLGL2	80.5069
LLPH	56.2295
LMAN2	78.2735
LMAN2L	78.3855
LMBR1	69.6571
LMBR1L	80.8264
LMBRD1	66.422
LMBRD2	46.4517
LMCD1	48.1723
LMF1	66.2941
LMF2	81.346
LMLN	74.0037
LMNA	77.6628
LMNB1	78.5476
LMNB2	78.2359
LMO2	75.1534
LMO3	33.4277
LMO4	57.7728
LMTK2	64.5168
LMTK3	75.6736
LMX1A	48.3611
LMX1B	64.635
LNP1	68.015
LNPEP	78.3035
LNX1	64.207
LNX2	55.6889
LOH12CR2	76.4635
LONP1	73.3431
LONP2	63.204
LONRF1	57.2773
LOXL3	78.2266
LPAR1	49.9616
LPAR2	76.8305
LPAR5	78.674
LPCAT1	73.1768
LPCAT3	77.0506
LPCAT4	74.5939
LPGAT1	78.4797
LPIN1	72.4329
LPIN2	73.7746
LPIN3	75.1854
LPL	34.3014
LPO	75.4485
LPXN	54.4603
LRBA	75.8216
LRCH1	72.1126
LRCH2	31.3026
LRCH3	76.5913
LRCH4	79.7085
LRFN2	37.1947
LRFN5	11.6286
LRG1	76.6538
LRGUK	47.0451
LRIF1	75.1736
LRIG1	52.576
LRIG2	69.6673
LRIG3	20.7701
LRMP	77.028
LRP1	79.6323
LRP10	77.9762
LRP12	64.8172
LRP2BP	70.3582
LRP3	61.1211
LRP5	79.7355
LRP5L	71.8593
LRP6	74.938
LRP8	71.0696
LRPAP1	55.2212
LRPPRC	68.6806
LRR1	74.2309
LRRC1	46.0975
LRRC14	79.0442
LRRC16A	71.5855
LRRC20	76.583
LRRC23	78.2983
LRRC25	76.9275
LRRC26	79.9213
LRRC27	56.6315
LRRC28	75.2385
LRRC29	80.2345
LRRC32	71.9394
LRRC34	75.1495
LRRC36	77.6032
LRRC40	54.0815
LRRC41	78.4272
LRRC42	72.7799
LRRC45	80.5542
LRRC46	79.0281
LRRC47	70.9814
LRRC49	63.3478
LRRC4C	22.7865
LRRC52	60.4804
LRRC56	78.5704
LRRC57	72.6942
LRRC58	60.5721
LRRC59	76.821
LRRC61	73.6668
LRRC63	72.9168
LRRC7	26.145
LRRC70	60.4827
LRRC8A	79.4719
LRRC8B	73.02
LRRC8C	76.0265
LRRC8D	76.3778
LRRCC1	53.4651
LRRFIP1	73.8917
LRRFIP2	70.4659
LRRIQ1	14.64
LRRIQ3	24.1081
LRRK1	75.4773
LRRK2	54.9492
LRRTM4	9.70659
LRSAM1	77.2583
LRTOMT	73.5319
LRWD1	78.5878
LSAMP	19.4791
LSG1	70.7331
LSM1	79.4573
LSM10	78.1737
LSM11	72.6669
LSM12	78.6392
LSM14A	75.528
LSM14B	72.4737
LSM2	81.4086
LSM3	55.9462
LSM4	77.9355
LSM5	48.5734
LSM6	75.3195
LSM7	78.8233
LSP1	68.1063
LSR	78.0379
LSS	64.4217
LST1	75.9619
LTA	76.0268
LTA4H	69.1555
LTB	75.9748
LTB4R	78.0385
LTB4R2	78.0205
LTBP1	55.4275
LTBP3	77.3905
LTBP4	78.2696
LTC4S	72.9487
LTF	74.6305
LTK	79.5406
LTN1	72.0805
LTV1	64.6298
LUC7L	80.9932
LUC7L2	72.2081
LUC7L3	74.431
LURAP1	78.918
LURAP1L	19.0961
LUZP1	74.254
LXN	42.4821
LY6E	57.6199
LY6H	66.4478
LY75	79.1993
LY75-CD302	79.1993
LY86	76.5063
LY9	78.0389
LY96	67.4084
LYAR	58.6418
LYL1	79.8016
LYN	78.2438
LYPD1	20.5826
LYPD6B	66.1395
LYPLA1	72.9437
LYPLA2	79.982
LYPLAL1	39.4373
LYRM1	65.0202
LYRM2	71.7448
LYRM4	62.5326
LYRM5	76.5846
LYRM7	70.7484
LYRM9	63.891
LYSMD1	80.0083
LYSMD2	78.7034
LYSMD3	58.32
LYSMD4	75.6336
LYST	76.6067
LYZ	63.5947
LZIC	79.3637
LZTFL1	74.2346
LZTR1	75.5759
LZTS2	75.3026
LZTS3	75.1417
M6PR	68.5062
MAATS1	78.6884
MACC1	77.3852
MACF1	78.3037
MACROD1	79.2885
MACROD2	52.1641
MAD1L1	77.506
MAD2L1	29.4126
MAD2L1BP	78.7443
MAD2L2	77.0732
MADD	80.7229
MAEA	72.871
MAF	32.8295
MAF1	84.0513
MAFB	68.9828
MAFF	80.3138
MAFG	81.7951
MAFK	73.3467
MAGEA1	33.2381
MAGEA12	30.3072
MAGEB4	40.5725
MAGEC1	5.61146
MAGED1	26.1705
MAGED2	30.5353
MAGEE1	21.8708
MAGEF1	59.3659
MAGEH1	31.1502
MAGI1	33.3432
MAGOH	69.578
MAGOHB	57.8173
MAGT1	39.2871
MAK	68.0014
MAK16	63.2777
MAL	62.4462
MALRD1	16.5983
MALSU1	78.3307
MALT1	79.2748
MAML1	73.1075
MAML2	69.4321
MAML3	47.8247
MAN1A1	52.8166
MAN1A2	58.5913
MAN1B1	80.6788
MAN2A1	45.4105
MAN2A2	75.8321
MAN2B1	79.0898
MAN2B2	68.354
MAN2C1	79.095
MANBA	72.9596
MANBAL	79.6728
MANEA	20.8977
MANEAL	75.3597
MANF	67.8278
MAOB	23.4407
MAP1A	76.7487
MAP1B	63.6836
MAP1LC3A	77.4748
MAP1LC3B	64.6931
MAP1S	78.4698
MAP2	22.2944
MAP2K1	73.2373
MAP2K2	79.5621
MAP2K3	55.1385
MAP2K4	42.7322
MAP2K5	76.8179
MAP2K6	63.4964
MAP2K7	80.6121
MAP3K10	78.0258
MAP3K11	78.526
MAP3K12	82.0927
MAP3K13	73.9893
MAP3K2	76.3501
MAP3K3	73.5657
MAP3K4	55.7535
MAP3K5	75.5692
MAP3K6	79.5891
MAP3K7	44.7173
MAP3K7CL	72.8348
MAP3K8	76.2081
MAP3K9	79.4301
MAP4	77.6488
MAP4K1	77.8283
MAP4K2	79.8621
MAP4K3	66.2172
MAP4K4	46.8333
MAP4K5	76.4999
MAP7	64.5209
MAP7D1	80.3907
MAP7D2	55.3513
MAP9	24.1357
MAPK1	78.3136
MAPK10	51.1142
MAPK11	79.3374
MAPK12	79.8096
MAPK13	72.0203
MAPK14	71.2215
MAPK1IP1L	77.5796
MAPK3	77.0564
MAPK6	77.4615
MAPK7	74.0374
MAPK8	73.8712
MAPK8IP1	74.433
MAPK8IP3	71.9768
MAPK9	54.0688
MAPKAP1	77.1276
MAPKAPK2	79.1832
MAPKAPK3	73.6031
MAPKAPK5	78.0106
MAPKBP1	76.391
MAPRE1	74.0425
MAPRE2	46.8333
MAPRE3	74.9836
MAPT	68.119
MARC1	41.8528
MARC2	41.0475
MARCH2	78.0104
MARCH3	70.9682
MARCH5	76.4471
MARCH6	73.2225
MARCH7	73.8175
MARCH8	68.9936
MARCH9	77.3997
MARCKS	69.5965
MARCKSL1	76.9384
MARK1	41.7696
MARK2	77.8565
MARK3	76.8817
MARK4	79.1947
MARS	80.873
MARS2	71.4086
MARVELD2	75.0149
MARVELD3	76.028
MAST1	78.0968
MAST2	77.1248
MAST3	78.0572
MAST4	48.1834
MASTL	67.6433
MAT1A	68.7136
MAT2A	77.4352
MAT2B	43.5316
MATK	73.7758
MATR3	77.2862
MAU2	80.6137
MAVS	78.4279
MAX	79.0167
MAZ	80.5659
MB21D1	79.2392
MB21D2	55.5791
MBD1	74.6678
MBD2	73.6557
MBD3	79.4951
MBD4	74.6866
MBD5	45.6369
MBD6	80.8089
MBIP	43.804
MBLAC1	80.2325
MBLAC2	58.4274
MBNL1	78.4715
MBNL2	58.2025
MBNL3	34.5155
MBOAT1	59.4777
MBOAT2	64.5572
MBOAT7	68.552
MBP	65.2309
MBTD1	70.6943
MBTPS1	67.3333
MBTPS2	28.4586
MCAM	77.2099
MCAT	75.9702
MCC	55.4148
MCCC1	71.5415
MCCC2	57.816
MCEE	68.3754
MCF2L	55.8979
MCFD2	66.9798
MCL1	80.5203
MCM10	67.0953
MCM2	75.4631
MCM3	80.5261
MCM3AP	65.0093
MCM4	68.9708
MCM5	77.2208
MCM6	76.6534
MCM7	80.3976
MCM8	73.0874
MCM9	60.8958
MCMBP	72.7994
MCMDC2	65.3414
MCOLN1	80.8865
MCOLN2	63.8285
MCOLN3	64.321
MCPH1	64.3686
MCRS1	79.0479
MCTP1	64.4848
MCTP2	34.104
MCTS1	38.4212
MCU	75.4754
MCUR1	72.1136
MDC1	77.0548
MDFIC	57.2076
MDGA1	80.0522
MDH1	61.1848
MDH1B	52.4994
MDH2	71.4158
MDK	80.3592
MDM1	79.1264
MDM2	75.479
MDM4	73.9105
MDN1	67.5524
MDP1	78.1202
MDS2	79.3025
ME1	48.3095
ME2	64.9845
ME3	62.0561
MEA1	78.9588
MEAF6	72.5105
MECP2	52.0772
MECR	71.0417
MED1	78.1804
MED10	49.6555
MED11	79.5662
MED12	45.7566
MED13	74.4224
MED13L	59.8385
MED14	60.4014
MED15	77.518
MED16	77.7709
MED17	58.5423
MED18	79.8686
MED19	70.2679
MED20	76.3214
MED21	79.8213
MED22	68.4824
MED23	40.9896
MED24	78.8547
MED25	80.4624
MED26	75.042
MED27	70.6439
MED28	55.341
MED29	77.6603
MED30	39.3909
MED31	64.2525
MED4	67.5155
MED6	77.216
MED7	76.6159
MED8	72.0335
MED9	75.8317
MEF2A	77.8608
MEF2B	78.2223
MEF2C	64.8131
MEF2D	78.4177
MEGF6	63.0011
MEGF8	79.5816
MEGF9	78.7053
MEI1	80.1577
MEIG1	69.7645
MEIS1	21.1759
MEIS2	44.6074
MEIS3	77.1383
MELK	77.8712
MEMO1	76.3191
MEN1	79.902
MEOX1	74.5059
MEOX2	8.97752
MEPCE	80.242
MERTK	64.7647
MESDC1	72.223
MESDC2	71.9122
MESP1	72.5685
MEST	54.7512
METAP1	51.6099
METAP1D	74.883
METAP2	60.5129
METRN	79.9799
METRNL	69.8748
METTL1	77.4381
METTL10	70.8985
METTL12	78.8539
METTL13	64.0446
METTL14	51.4435
METTL15	34.3271
METTL16	76.9033
METTL17	68.3067
METTL18	73.9727
METTL21A	75.2533
METTL21B	77.4381
METTL22	64.4251
METTL23	75.9053
METTL24	58.6446
METTL25	30.709
METTL2B	79.1216
METTL3	73.2022
METTL4	75.6046
METTL5	70.8327
METTL6	77.8847
METTL7A	74.8671
METTL7B	76.8508
METTL8	79.2606
METTL9	72.4847
MEX3B	57.2944
MEX3C	58.6278
MEX3D	79.2802
MFAP1	76.9019
MFAP3	63.3038
MFAP3L	43.3619
MFF	71.3846
MFGE8	65.4411
MFHAS1	68.2173
MFN1	70.679
MFN2	78.5499
MFNG	78.9306
MFSD1	41.0535
MFSD10	79.2052
MFSD11	75.3871
MFSD12	79.4994
MFSD2A	77.9627
MFSD3	79.1953
MFSD5	79.8806
MFSD6	73.2338
MFSD8	69.0186
MFSD9	41.9835
MGA	77.3951
MGAT1	70.4635
MGAT2	75.7386
MGAT3	80.6875
MGAT4A	66.3986
MGAT4B	72.8719
MGAT5	54.0862
MGEA5	78.5803
MGLL	75.3583
MGME1	70.6581
MGMT	34.9562
MGRN1	78.8679
MGST1	34.3674
MGST2	54.2172
MGST3	62.9282
MIA	75.3147
MIA3	58.5006
MIB1	71.1647
MIB2	78.24
MICA	77.9887
MICAL1	55.7133
MICAL2	57.8824
MICAL3	71.035
MICALL1	80.1648
MICALL2	73.5832
MICB	76.7334
MICU1	77.737
MICU2	56.5225
MID1	20.8047
MID1IP1	42.2957
MID2	45.0623
MIDN	79.8497
MIEF1	79.8884
MIEF2	79.3993
MIEN1	81.0948
MIER1	60.0596
MIER2	65.5258
MIER3	60.017
MIF	77.6176
MIF4GD	80.2965
MIIP	77.8818
MINA	59.331
MINK1	78.9877
MINOS1	76.3812
MINOS1-NBL1	76.3812
MINPP1	67.7783
MIOS	69.6881
MIPEP	70.4747
MIS12	73.9454
MIS18A	50.2326
MIS18BP1	54.6273
MITD1	59.6564
MITF	39.7018
MIXL1	79.721
MKI67	53.7034
MKKS	50.4389
MKL1	78.8646
MKL2	76.5892
MKLN1	76.2758
MKNK1	71.9084
MKNK2	78.5427
MKRN1	65.4327
MKRN2	70.0631
MKRN3	29.8691
MKS1	75.5065
MLEC	78.8752
MLF1	43.0341
MLF2	80.8963
MLH1	68.4137
MLH3	80.579
MLKL	71.6138
MLLT1	77.497
MLLT10	69.7921
MLLT11	81.1163
MLLT3	74.2805
MLLT4	53.0362
MLLT6	79.6783
MLST8	78.365
MLX	79.2348
MLXIP	77.0057
MLYCD	57.3044
MMAB	68.2122
MMACHC	77.8053
MMADHC	44.3069
MMD	72.3052
MMGT1	34.9552
MMP1	67.2841
MMP11	79.1554
MMP15	64.2124
MMP16	19.3065
MMP19	78.8679
MMP25	80.2327
MMP7	79.2522
MMP9	77.6399
MMRN1	29.2436
MMS19	76.7419
MMS22L	42.3228
MNAT1	62.5263
MND1	74.7214
MNDA	49.1565
MNS1	62.1211
MNT	75.5335
MNX1	71.5469
MOAP1	76.523
MOB1A	79.9615
MOB1B	68.6812
MOB3A	78.8014
MOB3B	49.9157
MOB3C	71.2547
MOB4	76.6368
MOBP	73.0056
MOCOS	62.2793
MOCS1	30.6347
MOCS2	35.3932
MOCS3	66.8069
MOGAT3	68.0488
MOGS	79.6328
MOK	75.2453
MON1A	82.6256
MON1B	30.9027
MON2	58.5803
MORC3	73.975
MORC4	30.9096
MORF4L1	78.111
MORF4L2	39.4592
MORN1	71.5546
MORN2	74.0984
MORN4	76.6963
MOSPD1	41.5945
MOSPD2	31.0218
MOSPD3	79.8534
MOV10	70.9406
MOXD1	63.7551
MPC1	74.1641
MPC2	73.9247
MPDU1	79.6082
MPEG1	73.9893
MPG	74.146
MPHOSPH10	68.3754
MPHOSPH6	63.9937
MPHOSPH8	55.6947
MPI	77.9792
MPLKIP	50.8288
MPND	80.1282
MPP1	41.6219
MPP5	69.9711
MPP6	69.8769
MPP7	37.9487
MPPE1	62.2277
MPPED1	66.5358
MPPED2	26.7379
MPRIP	78.9082
MPST	78.8826
MPV17	75.2124
MPV17L2	77.4819
MPZL1	78.2616
MPZL2	73.4992
MPZL3	73.396
MR1	79.4801
MRAP2	35.5531
MRAS	62.6228
MRC2	71.2396
MRE11A	47.2601
MREG	77.3614
MRFAP1	70.887
MRFAP1L1	73.0137
MRGBP	78.7856
MRI1	79.2043
MRM1	70.0791
MROH8	78.4729
MRPL1	54.5171
MRPL10	79.0281
MRPL11	77.7395
MRPL12	79.9945
MRPL13	34.2952
MRPL14	78.8228
MRPL15	72.4557
MRPL16	61.5759
MRPL17	76.9762
MRPL18	67.3826
MRPL19	63.7569
MRPL2	78.5207
MRPL20	79.1895
MRPL21	63.3546
MRPL22	66.1824
MRPL23	66.0304
MRPL24	78.7861
MRPL27	76.9122
MRPL28	79.6964
MRPL3	49.9224
MRPL30	59.6564
MRPL32	54.1024
MRPL33	63.7902
MRPL34	80.9728
MRPL35	72.9576
MRPL36	62.2218
MRPL37	66.2084
MRPL38	79.5752
MRPL39	75.5751
MRPL4	78.7221
MRPL42	76.6753
MRPL43	75.0735
MRPL44	65.7048
MRPL45	76.7985
MRPL46	54.8516
MRPL47	70.1245
MRPL48	77.8131
MRPL49	78.897
MRPL50	29.7617
MRPL51	78.6788
MRPL52	78.4568
MRPL54	74.2538
MRPL55	58.1676
MRPL9	69.8073
MRPS10	78.3751
MRPS11	54.8516
MRPS12	77.026
MRPS14	70.9615
MRPS15	77.9622
MRPS16	75.2085
MRPS17	57.1327
MRPS18A	77.4415
MRPS18B	78.0058
MRPS18C	74.7736
MRPS2	51.5077
MRPS21	77.352
MRPS22	43.0221
MRPS23	78.0645
MRPS24	78.2705
MRPS25	75.1418
MRPS26	73.7354
MRPS27	68.9586
MRPS28	73.3608
MRPS30	28.8803
MRPS31	72.8912
MRPS33	59.8646
MRPS34	74.9226
MRPS35	75.177
MRPS36	73.7504
MRPS5	63.1048
MRPS6	76.0595
MRPS7	80.4848
MRPS9	42.2347
MRRF	55.9574
MRS2	60.8428
MRTO4	69.505
MS4A1	73.9762
MS4A14	74.7043
MS4A4A	71.6946
MS4A6A	67.3704
MS4A7	74.6177
MSANTD2	59.1835
MSANTD3	58.5853
MSANTD4	36.6223
MSC	58.466
MSH2	73.1271
MSH3	59.7422
MSH4	42.1229
MSH5	80.4764
MSH6	75.2666
MSI2	73.9417
MSL1	80.1969
MSL2	68.3503
MSL3	43.209
MSLN	78.9559
MSMO1	49.1632
MSN	40.3535
MSRA	40.8876
MSRB1	80.281
MSRB2	56.8361
MST1R	81.5976
MSX1	54.9988
MSX2	32.5414
MT1E	74.6326
MT1F	75.6021
MT1G	75.8321
MT1H	75.8734
MT1X	76.0882
MT2A	73.9673
MT3	73.2102
MTA1	80.1613
MTA2	78.0739
MTA3	74.9313
MTAP	50.7716
MTBP	34.2952
MTCH1	78.8859
MTCH2	78.9908
MTCP1	37.885
MTDH	75.8531
MTERF	61.5448
MTF1	77.0102
MTF2	77.3143
MTFMT	80.3557
MTFP1	74.5364
MTFR1	71.5037
MTFR1L	73.9415
MTFR2	49.6638
MTG1	65.7974
MTG2	74.8316
MTHFD1	77.1341
MTHFD1L	60.1605
MTHFD2	80.0912
MTHFD2L	46.6743
MTHFR	79.0752
MTHFS	76.7491
MTHFSD	53.1276
MTIF2	74.315
MTIF3	60.6335
MTM1	33.4188
MTMR1	37.264
MTMR10	75.651
MTMR12	75.8455
MTMR14	75.6011
MTMR2	66.0733
MTMR3	74.8465
MTMR4	78.0136
MTMR6	62.8597
MTMR8	23.4331
MTMR9	71.8499
MTO1	79.2114
MTOR	73.5514
MTPAP	77.6519
MTPN	61.0629
MTR	52.1106
MTRF1	74.5948
MTRF1L	35.9643
MTRNR2L10	27.9874
MTRNR2L2	59.88
MTRNR2L3	75.096
MTRNR2L5	8.2006
MTRNR2L8	64.9024
MTRR	32.9145
MTTP	46.0154
MTURN	74.2217
MTX1	78.2629
MTX2	40.5428
MTX3	59.0404
MUC1	78.558
MUC13	77.8097
MUC15	26.8255
MUC3A	68.2207
MUL1	60.8496
MUM1	82.3883
MUS81	77.2452
MUT	24.5577
MUTYH	79.3764
MVB12A	79.7397
MVD	80.0324
MVK	68.2174
MVP	80.945
MX1	65.9083
MX2	65.6137
MXD1	78.7023
MXD3	78.0891
MXD4	73.2464
MXI1	80.317
MXRA7	76.7048
MXRA8	79.4062
MYADM	47.6367
MYADML2	81.5242
MYB	78.2173
MYBBP1A	80.0748
MYBL1	72.0944
MYBL2	75.2623
MYBPC1	69.7884
MYBPC2	74.9992
MYBPH	78.0282
MYC	78.2828
MYCBP2	74.5133
MYCBPAP	77.0884
MYCL	78.219
MYCN	35.2399
MYCT1	28.3661
MYD88	72.0178
MYEF2	53.3196
MYEOV	58.2324
MYF6	46.397
MYH10	72.9907
MYH9	80.4771
MYL1	34.9887
MYL12A	68.1438
MYL12B	67.4901
MYL3	74.7612
MYL5	69.8659
MYL6	80.7612
MYL6B	80.7895
MYL9	78.059
MYLIP	70.787
MYNN	73.6132
MYO10	26.8207
MYO18A	79.3337
MYO19	73.0382
MYO1C	76.6466
MYO1D	71.2472
MYO1E	76.559
MYO1F	74.0033
MYO1G	79.9183
MYO3B	77.0865
MYO5A	79.266
MYO5B	73.8353
MYO6	57.2579
MYO7B	77.4614
MYO9A	76.9636
MYO9B	76.1743
MYOC	63.8243
MYOCD	40.2349
MYOD1	58.0278
MYOF	55.9713
MYPOP	77.356
MYRF	73.8103
MYRIP	48.8715
MYSM1	66.3623
MZB1	77.8764
MZF1	78.1018
MZT1	31.4119
MZT2A	65.1686
MZT2B	57.7002
N4BP1	67.1351
N4BP2	76.2721
N4BP2L1	72.4955
N4BP2L2	74.0524
N4BP3	68.5529
N6AMT1	70.5499
NAA10	58.6211
NAA15	65.6724
NAA16	75.1687
NAA20	49.635
NAA25	79.7827
NAA30	39.8579
NAA35	56.9647
NAA38	73.8429
NAA40	77.0518
NAA50	77.1626
NAA60	74.877
NAAA	64.1923
NAALAD2	26.4951
